"Date","Time","Open","High","Low","Close","Up","Down","ZeroLine","3/10Line_2","16Line_2","ParCl","ParCl","Vol","Avg","PLOT1","MornDoji","EveDoji"
09/30/2020,03:00,3303.75,3306.50,3301.50,3306.00,1120,1030,0.00,2.18,-2.27,3309.51,3313.92,2150.00,1972.30,0.00,0.00,0.00
09/30/2020,03:05,3305.75,3311.50,3303.25,3310.50,2747,2300,0.00,4.60,-1.66,3291.25,3313.01,5047.00,2202.40,0.00,0.00,0.00
09/30/2020,03:10,3310.75,3314.25,3310.50,3313.25,1889,1434,0.00,6.14,-0.91,3291.41,3291.25,3323.00,2297.40,0.00,0.00,0.00
09/30/2020,03:15,3313.50,3315.50,3312.25,3314.00,1216,1066,0.00,7.16,-0.05,3291.78,3291.31,2282.00,2367.70,0.00,0.00,0.00
09/30/2020,03:20,3313.75,3317.00,3310.50,3315.00,1498,1502,0.00,7.38,0.90,3292.35,3291.43,3000.00,2407.70,0.00,0.00,0.00
09/30/2020,03:25,3315.25,3316.25,3312.25,3312.75,838,1063,0.00,6.04,1.71,3293.14,3291.62,1901.00,2426.10,0.00,0.00,0.00
09/30/2020,03:30,3312.50,3313.25,3307.75,3312.75,1106,1377,0.00,4.70,2.47,3293.90,3291.81,2483.00,2519.90,0.00,0.00,0.00
09/30/2020,03:35,3313.00,3318.00,3312.50,3318.00,1937,1453,0.00,4.03,3.10,3294.64,3292.00,3390.00,2739.80,0.00,0.00,0.00
09/30/2020,03:40,3317.75,3319.50,3315.00,3315.50,1185,1171,0.00,3.27,3.60,3295.57,3292.26,2356.00,2738.50,0.00,0.00,0.00
09/30/2020,03:45,3315.25,3315.50,3311.25,3311.25,912,1309,0.00,2.02,3.87,3296.72,3292.60,2221.00,2815.30,0.00,0.00,0.00
09/30/2020,03:50,3311.50,3312.25,3310.25,3310.50,574,825,0.00,-0.93,3.79,3297.81,3292.94,1399.00,2740.20,0.00,0.00,0.00
09/30/2020,03:55,3310.25,3310.25,3305.50,3305.75,880,1456,0.00,-3.71,3.41,3298.86,3293.27,2336.00,2469.10,0.00,0.00,0.00
09/30/2020,04:00,3305.50,3308.00,3304.50,3305.50,640,853,0.00,-4.85,2.87,3299.85,3293.60,1493.00,2286.10,0.00,0.00,0.00
09/30/2020,04:05,3305.50,3310.00,3304.00,3309.50,1494,1069,0.00,-4.73,2.36,3300.79,3293.92,2563.00,2314.20,0.00,0.00,0.00
09/30/2020,04:10,3309.75,3310.75,3304.00,3305.75,670,1140,0.00,-3.81,1.96,3301.69,3294.24,1810.00,2195.20,0.00,0.00,0.00
09/30/2020,04:15,3305.75,3308.25,3304.50,3307.50,707,817,0.00,-2.62,1.68,3302.54,3294.56,1524.00,2157.50,0.00,0.00,0.00
09/30/2020,04:20,3307.50,3311.25,3305.75,3309.75,838,1064,0.00,-2.23,1.40,3303.36,3294.87,1902.00,2099.40,0.00,0.00,0.00
09/30/2020,04:25,3309.50,3309.75,3307.00,3308.25,670,660,0.00,-0.43,1.09,3304.13,3295.18,1330.00,1893.40,0.00,0.00,0.00
09/30/2020,04:30,3308.00,3309.00,3304.75,3305.50,479,540,0.00,-0.09,0.70,3319.50,3295.48,1019.00,1759.70,0.00,0.00,0.00
09/30/2020,04:35,3305.75,3308.25,3304.25,3305.50,545,536,0.00,-0.93,0.19,3319.38,3295.78,1081.00,1645.70,0.00,0.00,0.00
09/30/2020,04:40,3305.50,3307.50,3303.50,3307.00,581,535,0.00,-1.00,-0.33,3319.14,3296.08,1116.00,1617.40,0.00,0.00,0.00
09/30/2020,04:45,3307.00,3309.50,3304.25,3309.25,1142,1046,0.00,-0.10,-0.71,3318.76,3296.37,2188.00,1602.60,0.00,0.00,0.00
09/30/2020,04:50,3309.25,3310.00,3307.75,3308.25,718,733,0.00,0.54,-0.97,3318.40,3296.66,1451.00,1598.40,0.00,0.00,0.00
09/30/2020,04:55,3308.25,3310.25,3306.50,3306.75,537,739,0.00,0.73,-1.18,3318.04,3296.94,1276.00,1469.70,0.00,0.00,0.00
09/30/2020,05:00,3306.50,3309.75,3306.00,3308.75,414,454,0.00,0.27,-1.37,3317.69,3297.23,868.00,1375.50,0.00,0.00,0.00
09/30/2020,05:05,3308.50,3309.75,3305.50,3306.50,441,826,0.00,-0.22,-1.51,3317.35,3297.50,1267.00,1349.80,0.00,0.00,0.00
09/30/2020,05:10,3306.75,3307.25,3305.00,3305.25,375,368,0.00,-0.27,-1.47,3317.02,3297.78,743.00,1233.90,0.00,0.00,0.00
09/30/2020,05:15,3305.00,3306.00,3300.00,3302.25,893,997,0.00,-1.83,-1.35,3316.69,3298.05,1890.00,1289.90,0.00,0.00,0.00
09/30/2020,05:20,3302.50,3305.50,3302.25,3303.75,558,651,0.00,-2.57,-1.21,3316.16,3298.32,1209.00,1308.90,0.00,0.00,0.00
09/30/2020,05:25,3303.75,3305.25,3299.25,3299.75,944,1152,0.00,-3.83,-1.15,3315.64,3298.58,2096.00,1410.40,0.00,0.00,0.00
09/30/2020,05:30,3299.75,3302.50,3296.25,3297.25,1211,1574,0.00,-4.53,-1.19,3314.99,3319.50,2785.00,1577.30,0.00,0.00,0.00
09/30/2020,05:35,3297.25,3302.75,3296.50,3301.50,860,778,0.00,-4.50,-1.31,3314.09,3319.44,1638.00,1522.30,0.00,0.00,0.00
09/30/2020,05:40,3301.25,3303.75,3301.25,3303.50,919,582,0.00,-2.78,-1.35,3313.23,3319.38,1501.00,1527.30,0.00,0.00,0.00
09/30/2020,05:45,3303.75,3304.75,3300.50,3301.00,538,882,0.00,-0.95,-1.38,3312.42,3319.33,1420.00,1541.70,0.00,0.00,0.00
09/30/2020,05:50,3301.00,3306.50,3300.75,3305.00,614,614,0.00,0.59,-1.34,3311.64,3319.27,1228.00,1577.70,0.00,0.00,0.00
09/30/2020,05:55,3305.25,3307.25,3305.25,3306.25,549,543,0.00,1.53,-1.18,3310.90,3319.21,1092.00,1560.20,0.00,0.00,0.00
09/30/2020,06:00,3306.25,3309.25,3306.00,3307.75,764,611,0.00,3.53,-0.90,3310.20,3319.15,1375.00,1623.40,0.00,0.00,0.00
09/30/2020,06:05,3307.75,3308.25,3304.75,3305.25,660,753,0.00,3.32,-0.68,3309.53,3319.10,1413.00,1575.70,0.00,0.00,0.00
09/30/2020,06:10,3305.25,3306.75,3300.25,3304.50,1720,1843,0.00,2.66,-0.55,3309.25,3319.04,3563.00,1811.10,0.00,0.00,0.00
09/30/2020,06:15,3304.50,3308.50,3303.75,3307.25,1107,888,0.00,1.74,-0.49,3308.63,3318.98,1995.00,1801.00,0.00,0.00,0.00
09/30/2020,06:20,3307.00,3308.50,3306.75,3307.75,690,588,0.00,1.53,-0.41,3296.25,3318.93,1278.00,1650.30,0.00,0.00,0.00
09/30/2020,06:25,3308.00,3309.25,3306.75,3308.75,627,287,0.00,2.22,-0.26,3296.35,3318.87,914.00,1577.90,0.00,0.00,0.00
09/30/2020,06:30,3309.00,3311.75,3308.50,3311.00,719,743,0.00,2.72,-0.07,3296.55,3318.81,1462.00,1574.00,0.00,0.00,0.00
09/30/2020,06:35,3311.00,3318.25,3310.75,3317.00,1455,1050,0.00,4.20,0.30,3296.92,3318.76,2505.00,1682.50,0.00,0.00,0.00
09/30/2020,06:40,3317.25,3319.25,3316.50,3317.00,846,450,0.00,5.75,0.82,3297.60,3296.25,1296.00,1689.30,0.00,0.00,0.00
09/30/2020,06:45,3317.00,3324.00,3317.00,3322.25,1623,883,0.00,7.90,1.56,3298.47,3296.31,2506.00,1830.70,0.00,0.00,0.00
09/30/2020,06:50,3322.25,3326.00,3322.00,3323.50,1173,927,0.00,8.49,2.37,3299.69,3296.45,2100.00,1903.20,0.00,0.00,0.00
09/30/2020,06:55,3323.50,3323.50,3321.00,3321.25,400,627,0.00,8.31,3.17,3301.17,3296.67,1027.00,1864.60,0.00,0.00,0.00
09/30/2020,07:00,3321.50,3321.50,3317.50,3318.00,545,866,0.00,5.54,3.69,3302.56,3296.89,1411.00,1649.40,0.00,0.00,0.00
09/30/2020,07:05,3318.00,3320.00,3316.00,3319.50,918,855,0.00,2.98,3.94,3303.87,3297.11,1773.00,1627.20,0.00,0.00,0.00
09/30/2020,07:10,3319.50,3319.75,3317.25,3318.25,443,472,0.00,0.93,3.96,3305.11,3297.32,915.00,1590.90,0.00,0.00,0.00
09/30/2020,07:15,3318.00,3321.50,3317.75,3318.00,654,645,0.00,0.01,3.86,3306.28,3297.54,1299.00,1629.40,0.00,0.00,0.00
09/30/2020,07:20,3318.25,3318.50,3316.25,3316.25,455,531,0.00,-1.60,3.54,3307.38,3297.75,986.00,1581.80,0.00,0.00,0.00
09/30/2020,07:25,3316.25,3318.50,3316.00,3316.50,453,396,0.00,-2.13,3.20,3308.43,3297.96,849.00,1416.20,0.00,0.00,0.00
09/30/2020,07:30,3316.75,3320.25,3314.75,3319.50,781,876,0.00,-1.88,2.92,3309.41,3298.17,1657.00,1452.30,0.00,0.00,0.00
09/30/2020,07:35,3319.25,3320.25,3315.25,3316.00,334,654,0.00,-1.34,2.73,3310.34,3298.38,988.00,1300.50,0.00,0.00,0.00
09/30/2020,07:40,3316.00,3316.00,3313.75,3314.00,611,734,0.00,-1.22,2.55,3311.22,3298.59,1345.00,1225.00,0.00,0.00,0.00
09/30/2020,07:45,3313.75,3316.00,3313.25,3314.00,482,640,0.00,-2.33,2.27,3312.04,3298.79,1122.00,1234.50,0.00,0.00,0.00
09/30/2020,07:50,3314.00,3315.75,3313.50,3314.75,477,430,0.00,-2.43,1.95,3312.83,3299.00,907.00,1184.10,0.00,0.00,0.00
09/30/2020,07:55,3314.75,3316.50,3314.25,3315.00,562,361,0.00,-1.64,1.58,3313.25,3299.20,923.00,1099.10,0.00,0.00,0.00
09/30/2020,08:00,3314.75,3314.75,3312.50,3313.75,684,927,0.00,-1.28,1.14,3326.00,3299.40,1611.00,1168.70,0.00,0.00,0.00
09/30/2020,08:05,3313.75,3316.50,3312.75,3313.25,839,1100,0.00,-1.30,0.57,3325.89,3299.60,1939.00,1232.70,0.00,0.00,0.00
09/30/2020,08:10,3313.25,3313.50,3310.75,3312.25,593,744,0.00,-1.82,-0.08,3325.78,3299.80,1337.00,1267.80,0.00,0.00,0.00
09/30/2020,08:15,3312.25,3320.00,3312.00,3318.75,1259,839,0.00,-0.38,-0.62,3325.54,3300.00,2098.00,1392.70,0.00,0.00,0.00
09/30/2020,08:20,3318.50,3321.25,3317.00,3318.25,762,925,0.00,1.42,-0.88,3325.31,3300.19,1687.00,1395.70,0.00,0.00,0.00
09/30/2020,08:25,3318.00,3320.50,3318.00,3319.75,996,622,0.00,3.54,-0.84,3325.07,3300.38,1618.00,1458.70,0.00,0.00,0.00
09/30/2020,08:30,3320.00,3323.50,3319.00,3323.00,866,590,0.00,4.06,-0.65,3324.85,3300.58,1456.00,1469.80,0.00,0.00,0.00
09/30/2020,08:35,3323.00,3326.25,3321.25,3326.25,1403,825,0.00,5.50,-0.30,3310.75,3300.77,2228.00,1580.40,0.00,0.00,0.00
09/30/2020,08:40,3326.25,3328.50,3323.75,3328.50,1363,1041,0.00,7.04,0.24,3310.87,3301.02,2404.00,1730.10,0.00,0.00,0.00
09/30/2020,08:45,3328.50,3333.00,3328.25,3331.00,2710,2196,0.00,8.11,0.88,3311.16,3301.37,4906.00,2128.40,0.00,0.00,0.00
09/30/2020,08:50,3331.25,3332.00,3328.75,3329.25,887,1223,0.00,7.56,1.47,3311.68,3301.84,2110.00,2178.30,0.00,0.00,0.00
09/30/2020,08:55,3329.00,3331.50,3329.00,3330.50,945,661,0.00,6.50,1.96,3312.19,3302.31,1606.00,2145.00,0.00,0.00,0.00
09/30/2020,09:00,3330.25,3330.75,3329.00,3329.25,713,759,0.00,4.22,2.30,3312.69,3302.77,1472.00,2158.50,0.00,0.00,0.00
09/30/2020,09:05,3329.25,3331.00,3328.25,3330.00,1190,1264,0.00,3.34,2.65,3313.18,3303.22,2454.00,2194.10,0.00,0.00,0.00
09/30/2020,09:10,3329.75,3336.25,3329.00,3333.00,2577,2152,0.00,2.70,2.97,3313.65,3303.67,4729.00,2498.30,0.00,0.00,0.00
09/30/2020,09:15,3333.00,3335.50,3332.50,3333.00,1398,1330,0.00,2.63,3.24,3314.38,3304.24,2728.00,2609.30,0.00,0.00,0.00
09/30/2020,09:20,3332.75,3333.25,3331.25,3333.25,929,952,0.00,2.68,3.49,3315.08,3304.80,1881.00,2651.80,0.00,0.00,0.00
09/30/2020,09:25,3333.25,3334.50,3333.00,3334.25,726,302,0.00,2.30,3.71,3315.75,3305.35,1028.00,2531.80,0.00,0.00,0.00
09/30/2020,09:30,3334.50,3334.50,3330.50,3331.75,1288,1329,0.00,1.56,3.92,3316.41,3305.89,2617.00,2553.10,0.00,0.00,0.00
09/30/2020,09:35,3331.75,3344.25,3331.00,3343.00,10486,8686,0.00,3.61,4.17,3317.05,3306.42,19172.00,3979.70,0.00,0.00,0.00
09/30/2020,09:40,3343.00,3343.75,3336.50,3340.00,7259,7463,0.00,4.45,4.36,3318.13,3307.18,14722.00,5240.90,0.00,0.00,0.00
09/30/2020,09:45,3339.50,3341.50,3336.75,3341.00,4340,4517,0.00,6.48,4.55,3319.18,3307.92,8857.00,5966.00,0.00,0.00,0.00
09/30/2020,09:50,3341.00,3346.50,3339.00,3343.00,6405,6105,0.00,5.11,4.61,3320.18,3308.65,12510.00,7069.80,0.00,0.00,0.00
09/30/2020,09:55,3343.00,3346.75,3342.50,3346.00,5863,5570,0.00,5.51,4.61,3321.44,3309.50,11433.00,7967.70,0.00,0.00,0.00
09/30/2020,10:00,3346.25,3353.25,3346.25,3351.25,7692,5708,0.00,7.10,4.62,3322.86,3310.43,13400.00,8834.80,0.00,0.00,0.00
09/30/2020,10:05,3351.50,3360.50,3350.75,3359.75,11096,6977,0.00,10.01,4.73,3324.81,3311.61,18073.00,10369.30,0.00,0.00,0.00
09/30/2020,10:10,3359.75,3361.25,3355.25,3357.00,5733,6698,0.00,11.30,4.97,3327.38,3313.07,12431.00,11424.30,0.00,0.00,0.00
09/30/2020,10:15,3357.00,3360.00,3355.50,3356.75,6252,5863,0.00,10.88,5.24,3330.09,3314.64,12115.00,12533.00,0.00,0.00,0.00
09/30/2020,10:20,3357.00,3362.75,3356.25,3359.25,5940,5910,0.00,7.97,5.48,3332.58,3316.15,11850.00,13456.30,0.00,0.00,0.00
09/30/2020,10:25,3359.25,3363.50,3358.75,3363.25,5882,5372,0.00,8.03,5.77,3335.23,3317.78,11254.00,12664.50,0.00,0.00,0.00
09/30/2020,10:30,3363.25,3363.75,3358.75,3360.00,5393,5445,0.00,7.11,6.04,3337.95,3319.50,10838.00,12276.10,0.00,0.00,0.00
09/30/2020,10:35,3360.25,3362.75,3359.00,3361.00,4576,3593,0.00,5.69,6.24,3340.63,3321.27,8169.00,12207.30,0.00,0.00,0.00
09/30/2020,10:40,3361.25,3363.50,3359.25,3362.25,3695,3086,0.00,3.43,6.28,3343.04,3322.97,6781.00,11634.40,0.00,0.00,0.00
09/30/2020,10:45,3362.25,3367.25,3359.25,3361.50,8251,7480,0.00,2.38,6.29,3345.19,3324.60,15731.00,12064.20,0.00,0.00,0.00
09/30/2020,10:50,3361.50,3365.25,3360.25,3361.75,5089,3846,0.00,1.58,6.29,3347.66,3326.41,8935.00,11617.70,0.00,0.00,0.00
09/30/2020,10:55,3362.00,3364.00,3360.25,3362.00,3671,3417,0.00,1.28,6.14,3349.85,3328.15,7088.00,10519.20,0.00,0.00,0.00
09/30/2020,11:00,3362.25,3364.50,3359.25,3359.50,2729,3555,0.00,0.36,5.89,3351.80,3329.81,6284.00,9904.50,0.00,0.00,0.00
09/30/2020,11:05,3359.50,3361.50,3357.50,3358.00,4436,5230,0.00,-1.02,5.42,3353.53,3331.40,9666.00,9659.60,0.00,0.00,0.00
09/30/2020,11:10,3358.25,3363.00,3358.00,3361.50,4877,3748,0.00,-1.41,5.01,3355.07,3332.92,8625.00,9337.10,0.00,0.00,0.00
09/30/2020,11:15,3361.50,3365.25,3361.25,3364.75,3237,2586,0.00,0.19,4.68,3356.43,3334.38,5823.00,8794.00,0.00,0.00,0.00
09/30/2020,11:20,3365.00,3367.25,3364.50,3367.25,3372,3187,0.00,2.55,4.40,3357.65,3335.78,6559.00,8366.10,0.00,0.00,0.00
09/30/2020,11:25,3367.00,3368.25,3364.75,3367.25,3555,3287,0.00,3.84,4.01,3358.72,3337.12,6842.00,8233.40,0.00,0.00,0.00
09/30/2020,11:30,3367.25,3372.25,3367.25,3369.25,6388,5031,0.00,4.64,3.59,3359.86,3338.52,11419.00,8697.20,0.00,0.00,0.00
09/30/2020,11:35,3369.25,3370.75,3363.75,3365.00,3689,5320,0.00,3.54,3.14,3361.45,3340.12,9009.00,8025.00,0.00,0.00,0.00
09/30/2020,11:40,3365.00,3367.25,3363.75,3366.00,3001,3568,0.00,2.70,2.81,3362.83,3341.65,6569.00,7788.40,0.00,0.00,0.00
09/30/2020,11:45,3366.00,3367.25,3362.75,3366.25,2844,3275,0.00,1.28,2.38,3372.25,3343.10,6119.00,7691.50,0.00,0.00,0.00
09/30/2020,11:50,3366.25,3369.75,3365.75,3369.75,2858,2292,0.00,1.83,2.05,3372.17,3344.49,5150.00,7578.10,0.00,0.00,0.00
09/30/2020,11:55,3369.75,3370.25,3367.75,3369.25,1985,1784,0.00,1.79,1.81,3372.10,3345.80,3769.00,6988.40,0.00,0.00,0.00
09/30/2020,12:00,3369.25,3370.00,3368.00,3369.25,1384,1494,0.00,2.02,1.72,3372.02,3347.06,2878.00,6413.70,0.00,0.00,0.00
09/30/2020,12:05,3369.00,3371.75,3368.75,3371.25,2295,2621,0.00,1.87,1.69,3371.95,3348.26,4916.00,6323.00,0.00,0.00,0.00
09/30/2020,12:10,3371.25,3371.75,3369.50,3371.25,1508,1278,0.00,2.13,1.72,3371.88,3349.40,2786.00,5945.70,0.00,0.00,0.00
09/30/2020,12:15,3371.25,3372.00,3370.25,3371.75,1186,1211,0.00,2.52,1.80,3362.75,3350.48,2397.00,5501.20,0.00,0.00,0.00
09/30/2020,12:20,3371.75,3373.75,3371.75,3372.25,2386,1932,0.00,2.55,1.94,3362.82,3351.52,4318.00,4791.10,0.00,0.00,0.00
09/30/2020,12:25,3372.50,3376.25,3372.25,3375.25,3210,2096,0.00,2.86,2.18,3363.00,3352.63,5306.00,4420.80,0.00,0.00,0.00
09/30/2020,12:30,3375.25,3375.50,3373.75,3375.25,1831,2484,0.00,3.10,2.46,3363.32,3353.87,4315.00,4195.40,0.00,0.00,0.00
09/30/2020,12:35,3375.25,3376.75,3373.75,3374.75,3102,3219,0.00,3.08,2.64,3363.63,3355.04,6321.00,4215.60,0.00,0.00,0.00
09/30/2020,12:40,3374.75,3374.75,3371.00,3371.75,2197,3186,0.00,1.72,2.59,3364.05,3356.24,5383.00,4238.90,0.00,0.00,0.00
09/30/2020,12:45,3371.75,3372.25,3370.00,3371.25,1479,2128,0.00,0.18,2.36,3364.45,3357.36,3607.00,4222.70,0.00,0.00,0.00
09/30/2020,12:50,3371.50,3372.00,3370.25,3371.25,1091,1335,0.00,-1.18,2.00,3364.85,3358.43,2426.00,4177.50,0.00,0.00,0.00
09/30/2020,12:55,3371.25,3372.25,3368.50,3368.75,2209,2437,0.00,-1.93,1.66,3365.23,3359.44,4646.00,4150.50,0.00,0.00,0.00
09/30/2020,13:00,3368.75,3372.00,3368.75,3371.75,2522,1950,0.00,-1.82,1.37,3365.60,3360.39,4472.00,4319.10,0.00,0.00,0.00
09/30/2020,13:05,3371.75,3372.50,3365.25,3365.50,3337,4564,0.00,-3.11,1.10,3376.75,3361.29,7901.00,4869.50,0.00,3373.50,0.00
09/30/2020,13:10,3365.50,3367.50,3363.00,3364.25,3075,4342,0.00,-3.81,0.75,3376.66,3362.14,7417.00,5179.40,0.00,0.00,0.00
09/30/2020,13:15,3364.25,3365.00,3363.00,3364.00,1999,1923,0.00,-5.27,0.31,3376.44,3362.94,3922.00,5041.00,0.00,0.00,0.00
09/30/2020,13:20,3364.00,3367.25,3363.75,3366.75,2961,1951,0.00,-4.00,-0.07,3376.22,3363.00,4912.00,5100.70,0.00,0.00,0.00
09/30/2020,13:25,3366.50,3367.25,3364.25,3367.25,2093,1933,0.00,-2.25,-0.33,3376.01,3363.00,4026.00,4871.20,0.00,0.00,0.00
09/30/2020,13:30,3367.25,3368.50,3366.25,3367.25,1976,1585,0.00,-0.72,-0.50,3375.80,3363.75,3561.00,4689.00,0.00,0.00,0.00
09/30/2020,13:35,3367.25,3373.25,3366.75,3373.00,4256,2811,0.00,1.19,-0.59,3375.60,3364.25,7067.00,5035.00,0.00,0.00,0.00
09/30/2020,13:40,3373.00,3374.50,3372.25,3373.75,2217,2000,0.00,3.11,-0.55,3375.40,3364.94,4217.00,5214.10,0.00,0.00,0.00
09/30/2020,13:45,3374.00,3375.00,3373.25,3374.00,1894,1288,0.00,4.83,-0.43,3375.20,3365.59,3182.00,5067.70,0.00,0.00,0.00
09/30/2020,13:50,3374.25,3375.00,3372.50,3375.00,1882,1543,0.00,5.18,-0.30,3375.00,3366.20,3425.00,4963.00,0.00,0.00,0.00
09/30/2020,13:55,3375.00,3376.00,3374.25,3375.75,2195,1101,0.00,4.82,-0.19,3363.00,3366.78,3296.00,4502.50,0.00,0.00,0.00
09/30/2020,14:00,3375.75,3376.25,3374.00,3376.00,1680,1380,0.00,4.31,-0.03,3363.10,3367.33,3060.00,4066.80,0.00,0.00,0.00
09/30/2020,14:05,3375.75,3378.75,3374.75,3377.75,3351,3577,0.00,3.85,0.20,3363.31,3367.85,6928.00,4367.40,0.00,0.00,0.00
09/30/2020,14:10,3377.75,3382.50,3377.00,3382.25,3878,2086,0.00,4.47,0.55,3363.68,3368.47,5964.00,4472.60,0.00,0.00,0.00
09/30/2020,14:15,3382.25,3383.00,3380.75,3381.25,2903,2499,0.00,4.82,0.98,3364.29,3369.32,5402.00,4610.20,0.00,0.00,0.00
09/30/2020,14:20,3381.25,3382.00,3379.00,3379.50,2108,2237,0.00,4.18,1.35,3365.04,3370.17,4345.00,4688.60,0.00,0.00,0.00
09/30/2020,14:25,3379.75,3384.00,3364.75,3367.75,13429,13914,0.00,-0.13,1.54,3384.00,3384.00,27343.00,6716.20,0.00,0.00,0.00
09/30/2020,14:30,3367.50,3370.25,3357.00,3367.25,13198,12668,0.00,-4.15,1.51,3384.00,3384.00,25866.00,8881.10,0.00,0.00,0.00
09/30/2020,14:35,3367.00,3367.00,3360.50,3362.50,8366,8368,0.00,-8.67,1.30,3384.00,3384.00,16734.00,10236.30,0.00,0.00,0.00
09/30/2020,14:40,3362.50,3364.75,3357.00,3357.50,5822,5769,0.00,-10.33,0.91,3383.57,3383.86,11591.00,11052.90,0.00,0.00,0.00
09/30/2020,14:45,3357.50,3360.25,3350.50,3354.00,7682,8400,0.00,-12.57,0.26,3383.14,3383.73,16082.00,12331.50,0.00,0.00,0.00
09/30/2020,14:50,3354.25,3354.50,3343.00,3345.00,8526,11113,0.00,-15.31,-0.65,3382.36,3383.48,19639.00,13989.40,0.00,0.00,0.00
09/30/2020,14:55,3344.75,3350.75,3343.25,3348.25,8133,7844,0.00,-15.44,-1.69,3381.10,3383.08,15977.00,14894.30,0.00,0.00,0.00
09/30/2020,15:00,3347.75,3361.25,3346.00,3359.75,9829,8165,0.00,-11.28,-2.59,3379.88,3382.68,17994.00,16097.30,0.00,0.00,0.00
09/30/2020,15:05,3359.50,3362.75,3353.50,3354.50,7218,7479,0.00,-5.43,-3.23,3378.70,3382.28,14697.00,17026.80,0.00,0.00,0.00
09/30/2020,15:10,3354.50,3361.75,3354.50,3359.25,6079,5165,0.00,0.26,-3.54,3377.56,3381.89,11244.00,17716.70,0.00,0.00,0.00
09/30/2020,15:15,3359.00,3360.75,3343.25,3344.75,16745,19082,0.00,-2.44,-3.99,3376.45,3381.50,35827.00,18565.10,0.00,0.00,0.00
09/30/2020,15:20,3344.75,3345.25,3334.50,3336.25,11776,12515,0.00,-5.43,-4.60,3375.38,3381.11,24291.00,18407.60,0.00,0.00,0.00
09/30/2020,15:25,3336.25,3338.00,3329.25,3336.00,11845,12483,0.00,-10.53,-5.50,3373.75,3380.53,24328.00,19167.00,0.00,0.00,0.00
09/30/2020,15:30,3336.25,3345.25,3332.50,3342.75,8580,7031,0.00,-9.72,-6.39,3371.61,3379.76,15611.00,19569.00,0.00,0.00,0.00
09/30/2020,15:35,3342.50,3342.50,3335.50,3339.75,8478,8532,0.00,-7.13,-7.13,3369.58,3379.00,17010.00,19661.80,0.00,0.00,0.00
09/30/2020,15:40,3339.75,3346.00,3336.50,3343.25,7489,6953,0.00,-4.53,-7.68,3367.64,3378.26,14442.00,19142.10,0.00,0.00,0.00
09/30/2020,15:45,3343.00,3348.50,3339.50,3346.50,8004,6995,0.00,-3.11,-7.86,3365.80,3377.52,14999.00,19044.30,0.00,0.00,0.00
09/30/2020,15:50,3346.25,3358.00,3344.00,3356.25,8040,6807,0.00,2.74,-7.43,3364.04,3376.80,14847.00,18729.60,0.00,0.00,0.00
09/30/2020,15:55,3356.25,3361.75,3354.50,3358.75,7716,6613,0.00,7.48,-6.42,3362.37,3376.08,14329.00,18692.80,0.00,0.00,0.00
09/30/2020,16:00,3359.00,3364.25,3347.00,3349.25,10198,11602,0.00,9.40,-5.19,3329.25,3375.38,21800.00,19748.40,0.00,0.00,0.00
09/30/2020,16:05,3349.50,3352.00,3332.25,3337.75,9320,10629,0.00,3.93,-4.16,3329.53,3374.69,19949.00,18160.60,0.00,0.00,0.00
09/30/2020,16:10,3337.50,3340.00,3335.50,3338.00,2082,2196,0.00,-3.16,-3.40,3329.81,3374.01,4278.00,16159.30,0.00,0.00,0.00
09/30/2020,16:15,3337.75,3341.00,3335.25,3338.25,1379,1387,0.00,-7.05,-2.87,3330.08,3373.34,2766.00,14003.10,0.00,0.00,0.00
09/30/2020,16:35,3340.00,3341.00,3339.00,3339.50,531,383,0.00,-6.14,-2.55,3330.36,3372.68,914.00,12533.40,0.00,0.00,0.00
09/30/2020,16:40,3339.50,3339.75,3338.50,3338.50,122,219,0.00,-5.85,-2.58,3330.63,3372.02,341.00,10866.50,0.00,0.00,0.00
09/30/2020,16:45,3338.75,3339.00,3337.00,3337.50,133,234,0.00,-5.53,-2.94,3330.90,3371.38,367.00,9459.00,0.00,0.00,0.00
09/30/2020,16:50,3337.50,3337.75,3335.75,3336.25,208,196,0.00,-5.58,-3.14,3331.16,3370.75,404.00,7999.50,0.00,0.00,0.00
09/30/2020,16:55,3336.25,3336.75,3334.50,3335.75,211,269,0.00,-4.45,-3.08,3331.43,3370.13,480.00,6562.80,0.00,0.00,0.00
09/30/2020,17:00,3336.00,3338.75,3336.00,3338.25,335,178,0.00,-2.15,-2.55,3331.69,3369.51,513.00,5181.20,0.00,0.00,0.00
09/30/2020,18:05,3344.75,3353.25,3343.75,3351.75,1415,1119,0.00,2.77,-1.77,3331.95,3368.91,2534.00,3254.60,0.00,0.00,0.00
09/30/2020,18:10,3351.50,3353.75,3350.75,3353.25,683,564,0.00,7.05,-0.89,3332.21,3368.32,1247.00,1384.40,0.00,0.00,0.00
09/30/2020,18:15,3353.50,3353.50,3351.00,3352.00,219,275,0.00,10.23,0.04,3332.47,3367.73,494.00,1006.00,0.00,0.00,0.00
09/30/2020,18:20,3352.25,3353.75,3349.25,3353.25,440,441,0.00,9.23,0.81,3332.72,3367.15,881.00,817.50,0.00,0.00,0.00
09/30/2020,18:25,3353.50,3356.50,3352.00,3354.25,826,822,0.00,8.09,1.14,3332.97,3366.58,1648.00,890.90,0.00,0.00,0.00
